dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max",Test Temp. oC,environment,environment,exposure_context,temperature_like,abs_spearman,0.4645175340641649,73,22
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_02_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.46373198726471065,60,7
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB04s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4636396492615638,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eta_F_A,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.461463645480167,60,57
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Electrolyte,environment,environment,exposure_context,categorical_nominal,eta_squared,0.46126950313766246,333,6
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion current density (µA/cm2),AM process,intervention,process,process_or_history_condition,categorical_nominal,eta_squared,0.46084158291545685,40,10
316l_pitting_passivity,Epit_Epass_descriptors,Epass_y,chloride_M,environment,environment,exposure_context,bounded_0_1,abs_spearman,0.46079576320925014,913,3
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB03e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4601019859216624,60,57
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Max","Composition, wt.% C",material,material,base_material_condition,composition_component,abs_spearman,0.45935370759985805,63,20
steel_mortar_corrosion,02_Chloride,Chloride-to-hydroxide concentration ratio,Fly Ash Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.45757144756197926,95,5
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Min","Composition, wt.% Cr",material,material,base_material_condition,composition_component,abs_spearman,0.4572277609611257,70,59
mpea_corrosion,Sheet1,Calculated passive window,Test environment,environment,environment,exposure_context,categorical_nominal,eta_squared,0.4562294968307876,348,25
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB04v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4554056498933504,60,57
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Max","Composition, wt.% Cr",material,material,base_material_condition,composition_component,abs_spearman,0.45539650955692257,70,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB04m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.45503174911464306,60,59
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max","Composition, wt.% Mn",material,material,base_material_condition,percentage_or_fraction,abs_spearman,0.45309661007000535,39,111
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Min","Composition, wt.% Ni",material,material,base_material_condition,composition_component,abs_spearman,0.44976663057408306,70,63
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.",Method for Corrosion Values,electrochem,electrochem,downstream_response_measurement,categorical_nominal,eta_squared,0.44643907161954566,50,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eta_sh_y,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4454051710962868,60,45
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Min","Composition, wt.% Fe",material,material,base_material_condition,composition_component,abs_spearman,0.44469640594269333,75,318
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_02_PN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4445175285529468,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nCconj,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4439353552336623,60,6
electrochemical_metrics_alloys,Repassivation Potential,Ave. Erp VSCE,Nominal comp. (wt%) Cu,material,material,base_material_condition,mostly_missing,abs_spearman,0.4437470854626818,20,9
electrochemical_metrics_alloys,Crevice Corrosion Temp,"Tcrev, oC Min","Composition, wt.% V",material,material,base_material_condition,composition_component,abs_spearman,0.4427370453862923,57,2
electrochemical_metrics_alloys,Crevice Corrosion Potential,"Ecrev, mV (SCE) Avg.","Composition, wt.% N",material,material,base_material_condition,composition_component,abs_spearman,0.4412069935358082,28,18
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Entropy of mixing (J/K.mol),material,material,base_material_condition,positive_continuous_numeric,abs_spearman,0.4397250061883956,58,15
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% S",material,material,base_material_condition,composition_component,abs_spearman,0.43851327485753433,65,11
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.",Microstructures,history,history,process_or_history_condition,categorical_nominal,eta_squared,0.437380543406177,202,24
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor04m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.43673322045559004,60,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_04_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4364916873782309,60,7
mpea_corrosion,Sheet1,Corrosion potential (mV vs SCE),Test environment,environment,environment,exposure_context,categorical_nominal,eta_squared,0.4359099141554495,604,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nArCOOH,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.43581739163840744,60,3
electrochemical_metrics_alloys,Crevice Corrosion Temp,"Tcrev, oC Max","Composition, wt.% V",material,material,base_material_condition,composition_component,abs_spearman,0.43577441936085276,59,2
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Min",Test Temp. oC,environment,environment,exposure_context,temperature_like,abs_spearman,0.435320918346547,75,22
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mv,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4343257646139171,60,43
steel_mortar_corrosion,02_Chloride,Corrosion Rate of Steel,Water Content of mortar,environment,environment,exposure_context,positive_continuous_numeric,abs_spearman,0.4341265397536394,95,95
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_03_DN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.43409067370934856,60,3
steel_mortar_corrosion,02_Chloride,Corrosion Rate of Steel,Incorporated Chloride Concentration of mortar,environment,environment,exposure_context,electrochemical_or_rate_response,abs_spearman,0.4321794806376099,95,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,DLS_02,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4306986418817482,60,4
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Nb,material,material,base_material_condition,composition_component,abs_spearman,0.4300714762235645,335,28
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ZM2V,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.429784337276662,60,52
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor14v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4295122969561745,60,56
316l_pitting_passivity,Epit_Epass_descriptors,Epass_x,scan_rate_mV_s,history,history,process_or_history_condition,electrochemical_or_rate_response,abs_spearman,0.4284398481095479,913,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4251410055327158,60,5
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% Si",material,material,base_material_condition,composition_component,abs_spearman,0.42460869472826607,93,28
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF020m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4232677054155826,60,57
mpea_corrosion,Sheet1,Calculated passive window,Phases present,material,material,base_material_condition,categorical_nominal,eta_squared,0.422147040436943,339,26
mg_az91_inhibitors,Features,IE,HOMO,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4211325020069532,68,67
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpDiam_B(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4206277532103185,60,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.42002265289914253,60,33
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor12m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.41898238268453997,60,58
mpea_corrosion,Sheet1,Calculated passive window,Nb,material,material,base_material_condition,composition_component,abs_spearman,0.4187191792250997,352,28
mg_az91_inhibitors,Features,IE,LOMO,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.41794477949884395,68,67
electrochemical_metrics_alloys,Repassivation Potential,Ave. Erp VSCE,Scan Rate mV/s,history,history,process_or_history_condition,electrochemical_or_rate_response,abs_spearman,0.41716859277090285,120,7
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R2e+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.41617685887825595,60,53
mg_az91_inhibitors,Features,IE,ATSC1m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.41603979406954567,68,58
mg_az91_inhibitors,Features,IE,GATS1v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.41588705235400186,68,58
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.","Composition, wt.% Ti",material,material,base_material_condition,composition_component,abs_spearman,0.4147285344070152,51,8
steel_mortar_corrosion,02_Chloride,Corrosion Potential of Steel vs Cu/CuSO4,Water Content of mortar,environment,environment,exposure_context,positive_continuous_numeric,abs_spearman,0.41457166853303473,95,95
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB04e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.413638827109014,60,57
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Max","Composition, wt.% Ni",material,material,base_material_condition,composition_component,abs_spearman,0.4134290629024412,70,63
316l_pitting_passivity,Epit_Epass_descriptors,Epit_x,chloride_M,environment,environment,exposure_context,bounded_0_1,abs_spearman,0.4121686710322317,955,3
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max","Composition, wt.% Fe",material,material,base_material_condition,composition_component,abs_spearman,0.4116594567882495,73,318
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,AMW,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4106954306930148,60,51
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_L,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4106758250800893,60,47
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB01v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4104078374996591,60,53
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),V,material,material,base_material_condition,composition_component,abs_spearman,0.4090608726758531,335,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_04_NL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.40890812188441406,60,3
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,Free Chloride Concentration of mortar,environment,environment,exposure_context,concentration_like,abs_spearman,0.4086410061108706,180,30
mg_az91_inhibitors,Features,IE,TDB02m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4086354024222696,68,68
steel_mortar_corrosion,02_Chloride,Electrical Resistivity of mortar,pH value of Pore Solution of mortar,environment,environment,exposure_context,pH_bounded,abs_spearman,0.4074000973230668,95,16
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMax_B(m),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4068583182870725,60,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMax1_Bh(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4068392111716862,60,33
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor08p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.40570206048659463,60,60
mg_az91_inhibitors,Features,IE,TDB03e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.4053713584287061,68,68
mg_az91_inhibitors,Features,IE,ATSC2m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.40520754805627507,68,63
